Job_Title,Company,Location,Level,Type,Function,Industry,city,state,primary_industry,job_category,level_clean,employment_type_clean,is_remote,is_metro,is_entry,is_internship
Data Analyst,MVK STAFFING SERVICES PRIVATE LIMITED,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Human Resources,Bengaluru,Karnataka,Human Resources,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Tableau Analyst,HID,"Chennai, Tamil Nadu, India",Associate,Information Technology,Full-time,Security and Investigations,Chennai,Tamil Nadu,Security and Investigations,Other Analyst,Associate,Information Technology,0,1,0,0
Data Scientist,HCapital Technologies Private Limited,"Bangalore Urban, Karnataka, India",Mid-Senior level,Analyst and Information Technology,Full-time,IT Services and IT Consulting and Software Development,Bengaluru,Karnataka,IT Services and IT Consulting and Software Development,Data Scientist,Mid-Senior,Analyst and Information Technology,0,1,0,0
Head - Business Performance Management and Analytics,Max Life Insurance Company Limited,"Gurugram, Haryana, India",Mid-Senior level,Information Technology and Other,Full-time,"Banking, Insurance, and Financial Services",Gurugram,Haryana,Banking,Other,Mid-Senior,Information Technology and Other,0,1,0,0
Data Analyst,Ascendeum,India,Associate,Information Technology,Full-time,Advertising Services,Pan-India / Remote,Unknown,Advertising Services,Data Analyst,Associate,Information Technology,0,0,0,0
Junior Web Analytics Analyst,Artmac,"Hyderabad, Telangana, India",Associate,Business Development and Sales,Full-time,Software Development,Hyderabad,Telangana,Software Development,Other Analyst,Associate,Business Development and Sales,0,1,0,0
Data Entry Work Job in New Delhi,Motion Advertising Services,"Delhi, Delhi, India",Entry level,Customer Service,Full-time,IT Services and IT Consulting,Delhi,Delhi,IT Services and IT Consulting,Data Entry,Entry,Customer Service,0,1,1,0
Data Scientist,InnoWave,"Bengaluru, Karnataka, India",Mid-Senior level,Other,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Scientist,Mid-Senior,Other,0,1,0,0
Junior Business Analyst,Nouryon,"Navi Mumbai, Maharashtra, India",Mid-Senior level,Finance,Full-time,Chemical Manufacturing,Mumbai,Maharashtra,Chemical Manufacturing,Business Analyst,Mid-Senior,Finance,0,1,0,0
Program Manager,Paisabazaar,"Gurugram, Haryana, India",Mid-Senior level,Sales and Strategy/Planning,Full-time,Banking and Financial Services,Gurugram,Haryana,Banking and Financial Services,Other,Mid-Senior,Sales and Strategy/Planning,0,1,0,0
Data Modeler,GreenTree Advisory Services Pvt Ltd,"Bangalore Urban, Karnataka, India",Entry level,Information Technology,Full-time,Human Resources,Bengaluru,Karnataka,Human Resources,Other,Entry,Information Technology,0,1,1,0
Business Analyst,Visit Health,"Gurugram, Haryana, India",Mid-Senior level,Analyst,Full-time,"IT Services and IT Consulting, Wellness and Fitness Services, and Hospitals and Health Care",Gurugram,Haryana,IT Services and IT Consulting,Business Analyst,Mid-Senior,Analyst,0,1,0,0
Data Scientist/Analyst Manager,MVK STAFFING SERVICES PRIVATE LIMITED,India,Mid-Senior level,Engineering and Information Technology,Contract,Human Resources,Pan-India / Remote,Unknown,Human Resources,Data Scientist,Mid-Senior,Engineering and Information Technology,0,0,0,0
Senior Data Coordinator - Public Health,Tata Steel Foundation,"Jamshedpur, Jharkhand, India",Associate,Other and Analyst,Contract,Non-profit Organizations,Jamshedpur,Jharkhand,Non-profit Organizations,Other,Associate,Other and Analyst,0,0,0,0
"Account Executive, LinkedIn Talent Solutions",LinkedIn,"Gurgaon, Haryana, India",Not Applicable,Sales,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Other,Not Specified,Sales,0,1,0,0
Real Time Data Analytics,JOBWORLD INDIA,"Bengaluru, Karnataka, India",Entry level,Information Technology,Full-time,Staffing and Recruiting,Bengaluru,Karnataka,Staffing and Recruiting,Other,Entry,Information Technology,0,1,1,0
Chat Support Associate - Logistics (US Shift),Laundryheap,"Bengaluru, Karnataka, India",Associate,Supply Chain,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Associate,Supply Chain,0,1,0,0
Data Analyst,Fluor Corporation,"Gurgaon, Haryana, India",Entry level,Information Technology,Full-time,Construction,Gurugram,Haryana,Construction,Data Analyst,Entry,Information Technology,0,1,1,0
Business Analyst,YO HR Consultancy,"Mumbai, Maharashtra, India",Associate,"Research, Analyst, and Information Technology",Full-time,Business Consulting and Services,Mumbai,Maharashtra,Business Consulting and Services,Business Analyst,Associate,"Research, Analyst, and Information Technology",0,1,0,0
Business Analyst,ARISE IIP,"Gurugram, Haryana, India",Associate,Research and Analyst,Full-time,"Market Research, Food and Beverage Manufacturing, and Manufacturing",Gurugram,Haryana,Market Research,Business Analyst,Associate,Research and Analyst,0,1,0,0
Data Scientist,Lowe's India,"Bengaluru, Karnataka, India",Entry level,Engineering and Information Technology,Full-time,Retail,Bengaluru,Karnataka,Retail,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Manager - Data Analysis & Testing,Gegadyne Energy,"Mumbai, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,"Technology, Information and Internet",Mumbai,Maharashtra,Technology,Other,Mid-Senior,Information Technology,0,1,0,0
Data Scientist,Aplazo,"Bengaluru, Karnataka, India",Entry level,"Information Technology, Analyst, and Engineering",Full-time,"Banking, Financial Services, and Accounting",Bengaluru,Karnataka,Banking,Data Scientist,Entry,"Information Technology, Analyst, and Engineering",0,1,1,0
Data Scientist,Celebal Technologies,Greater Bengaluru Area,Mid-Senior level,Consulting and Information Technology,Full-time,IT Services and IT Consulting,Greater Bengaluru Area,Unknown,IT Services and IT Consulting,Data Scientist,Mid-Senior,Consulting and Information Technology,0,0,0,0
Lead Data Scientist,Piramal Capital & Housing Finance Limited,"Bengaluru, Karnataka, India",Mid-Senior level,"Information Technology, Analyst, and Engineering",Full-time,"Banking, Financial Services, and Accounting",Bengaluru,Karnataka,Banking,Data Scientist,Mid-Senior,"Information Technology, Analyst, and Engineering",0,1,0,0
"Senior Business Analyst (Full Time, Remote)",Hike,"Delhi, India",Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,"Technology, Information and Internet",Delhi,India,Technology,Business Analyst,Mid-Senior,"Research, Analyst, and Information Technology",0,1,0,0
Data Analyst,LP Infotech,"Sahibzada Ajit Singh Nagar, Punjab, India",Entry level,Information Technology,Full-time,Software Development,Sahibzada Ajit Singh Nagar,Punjab,Software Development,Data Analyst,Entry,Information Technology,0,0,1,0
Data Management Associate,World Health Organization,"Delhi, Delhi, India",Mid-Senior level,Information Technology,Full-time,International Affairs,Delhi,Delhi,International Affairs,Other,Mid-Senior,Information Technology,0,1,0,0
Data Tester,Creditsafe Technology,"Hyderabad, Telangana, India",Mid-Senior level,Information Technology and Business Development,Full-time,IT Services and IT Consulting,Hyderabad,Telangana,IT Services and IT Consulting,Other,Mid-Senior,Information Technology and Business Development,0,1,0,0
Bundeli Transcribers (Remote),Sigma AI,"Barhait, Jharkhand, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Barhait,Jharkhand,IT Services and IT Consulting,Other,Entry,Administrative,0,0,1,0
Project Coordinaor,Isha Foundation,"Coimbatore, Tamil Nadu, India",Associate,Administrative,Full-time,Non-profit Organizations,Coimbatore,Tamil Nadu,Non-profit Organizations,Other,Associate,Administrative,0,0,0,0
Data Engineer- Need Immediate Joiner,Numaware Technologies Private Limited,"Bangalore Urban, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Staffing and Recruiting,Bengaluru,Karnataka,Staffing and Recruiting,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Data Entry Operator/Computer Operator,Motion Advertising Services,"Delhi, Delhi, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Delhi,Delhi,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,1,1,0
Manager Business Analyst,Tata 1mg,"Gurugram, Haryana, India",Mid-Senior level,Analyst,Full-time,Internet Marketplace Platforms,Gurugram,Haryana,Internet Marketplace Platforms,Business Analyst,Mid-Senior,Analyst,0,1,0,0
Data Analyst-2,Games24x7,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Computer Games,Bengaluru,Karnataka,Computer Games,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Supply Chain Analyst,IPS,"Bangalore Urban, Karnataka, India",Mid-Senior level,Analyst,Full-time,Manufacturing,Bengaluru,Karnataka,Manufacturing,Other Analyst,Mid-Senior,Analyst,0,1,0,0
Retail Area Manager,GIVA,"Delhi, India",Mid-Senior level,Business Development,Full-time,Retail and Retail Luxury Goods and Jewelry,Delhi,India,Retail and Retail Luxury Goods and Jewelry,Other,Mid-Senior,Business Development,0,1,0,0
Data Analyst,WeAddo,"Haryana, India",Mid-Senior level,Analyst,Full-time,"Technology, Information and Media",Haryana,India,Technology,Data Analyst,Mid-Senior,Analyst,0,0,0,0
Business Intelligence Analyst,Parle Agro Pvt Ltd,Mumbai Metropolitan Region,Associate,"Information Technology, Analyst, and Manufacturing",Full-time,"Food and Beverage Services, Retail, and Pharmaceutical Manufacturing",Mumbai,Unknown,Food and Beverage Services,Other Analyst,Associate,"Information Technology, Analyst, and Manufacturing",0,1,0,0
DATA Scrum Master,NuStar Technologies,Pune/Pimpri-Chinchwad Area,Mid-Senior level,Engineering and Information Technology,Full-time,Information Technology & Services,Pune/Pimpri-Chinchwad Area,Unknown,Information Technology & Services,Other,Mid-Senior,Engineering and Information Technology,0,0,0,0
"Machine Learning Analyst, Trust and Safety, Google Cloud",Google,"Hyderabad, Telangana, India",Not Applicable,Customer Service and Product Management,Full-time,"Information Services and Technology, Information and Internet",Hyderabad,Telangana,Information Services and Technology,ML Engineer,Not Specified,Customer Service and Product Management,0,1,0,0
Data Scientist,Ascendeum,India,Associate,Information Technology,Full-time,Advertising Services,Pan-India / Remote,Unknown,Advertising Services,Data Scientist,Associate,Information Technology,0,0,0,0
Data Scientist- Senior Director - Analytics,Tamcherry - Zaportiv,"Hyderabad, Telangana, India",Executive,Engineering and Information Technology,Full-time,Information Technology & Services,Hyderabad,Telangana,Information Technology & Services,Data Scientist,Executive,Engineering and Information Technology,0,1,0,0
Data Scientist (Weekend Virtual Drive),LTIMindtree,"Bangalore Urban, Karnataka, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Scientist,Mid-Senior,Information Technology,0,1,0,0
Data Science Intern,NextGen AI systems,India,Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting,Pan-India / Remote,Unknown,IT Services and IT Consulting,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
Reporting and Dashboards Analyst,Atos,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Other Analyst,Mid-Senior,Information Technology,0,1,0,0
Data Scientist,FanCode,"Mumbai, Maharashtra, India",Entry level,Engineering and Information Technology,Full-time,Spectator Sports,Mumbai,Maharashtra,Spectator Sports,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Research Analyst,Media.net,"Mumbai, Maharashtra, India",Entry level,Marketing and Research,Full-time,Advertising Services,Mumbai,Maharashtra,Advertising Services,Other Analyst,Entry,Marketing and Research,0,1,1,0
AI ENGINEER,Nexus Hire,"Pune, Maharashtra, India",Mid-Senior level,Engineering and Information Technology,Full-time,Human Resources Services,Pune,Maharashtra,Human Resources Services,Engineer / Developer,Mid-Senior,Engineering and Information Technology,0,1,0,0
Human Resources Payroll,PW (PhysicsWallah),"Thane, Maharashtra, India",Executive,Human Resources,Full-time,Education,Thane,Maharashtra,Education,Other,Executive,Human Resources,0,0,0,0
Sr. Data Scientist,Quantified HR Private Limited,"Gurgaon, Haryana, India",Mid-Senior level,Engineering and Information Technology,Full-time,"Information Services, Software Development, and Financial Services",Gurugram,Haryana,Information Services,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Business Analyst,Botminds AI,"Chennai, Tamil Nadu, India",Mid-Senior level,Business Development,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Business Analyst,Mid-Senior,Business Development,0,1,0,0
Data Analyst - 1st Party Data,Eli Lilly and Company,"Bengaluru, Karnataka, India",Entry level,Information Technology,Full-time,Pharmaceutical Manufacturing,Bengaluru,Karnataka,Pharmaceutical Manufacturing,Data Analyst,Entry,Information Technology,0,1,1,0
Business Intelligence Specialist,EXL,"Bengaluru, Karnataka, India",Mid-Senior level,Consulting,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Other,Mid-Senior,Consulting,0,1,0,0
Project Analyst [T500-10432],FedEx ACC,"Hyderabad, Telangana, India",Mid-Senior level,"Information Technology, Engineering, and Analyst",Full-time,"Transportation, Logistics, Supply Chain and Storage",Hyderabad,Telangana,Transportation,Other Analyst,Mid-Senior,"Information Technology, Engineering, and Analyst",0,1,0,0
Data Center Administrator - Freelancer,Next Labs,"Bengaluru, Karnataka, India",Not Applicable,Information Technology,Contract,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Not Specified,Information Technology,0,1,0,0
Data Entry Work Job in Gurgaon,Motion Advertising Services,"Gurgaon, Haryana, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Gurugram,Haryana,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,1,1,0
Data Scientist-Gurgaon,EXL,"Gurugram, Haryana, India",Associate,Consulting,Full-time,IT Services and IT Consulting,Gurugram,Haryana,IT Services and IT Consulting,Data Scientist,Associate,Consulting,0,1,0,0
AI Engineer,FindErnest,"Hyderabad, Telangana, India",Associate,Engineering and Information Technology,Full-time,IT Services and IT Consulting,Hyderabad,Telangana,IT Services and IT Consulting,Engineer / Developer,Associate,Engineering and Information Technology,0,1,0,0
Business Process Analyst,Randstad Sourceright,"Bengaluru, Karnataka, India",Associate,Quality Assurance and Customer Service,Full-time,"IT Services and IT Consulting, Human Resources Services, and Business Consulting and Services",Bengaluru,Karnataka,IT Services and IT Consulting,Other Analyst,Associate,Quality Assurance and Customer Service,0,1,0,0
AI Engineer,FindErnest,"Bengaluru, Karnataka, India",Associate,Engineering and Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Engineer / Developer,Associate,Engineering and Information Technology,0,1,0,0
Data Visualization Engineer,RipplesIndia Group,"Kochi, Kerala, India",Mid-Senior level,Information Technology,Full-time,"Banking, Airlines and Aviation, and Accounting",Kochi,Kerala,Banking,Engineer / Developer,Mid-Senior,Information Technology,0,0,0,0
Data Scientist,Falabella India,"Bengaluru, Karnataka, India",Mid-Senior level,Engineering,Full-time,Engineering Services and Retail,Bengaluru,Karnataka,Engineering Services and Retail,Data Scientist,Mid-Senior,Engineering,0,1,0,0
Business Analyst,Pranathi Software Services Pvt. Ltd,"Hyderabad, Telangana, India",Mid-Senior level,Information Technology,Full-time,Information Services,Hyderabad,Telangana,Information Services,Business Analyst,Mid-Senior,Information Technology,0,1,0,0
Project Analyst [T500-10426],FedEx ACC,"Hyderabad, Telangana, India",Mid-Senior level,"Information Technology, Engineering, and Analyst",Full-time,"Transportation, Logistics, Supply Chain and Storage",Hyderabad,Telangana,Transportation,Other Analyst,Mid-Senior,"Information Technology, Engineering, and Analyst",0,1,0,0
Marketing Analyst,Activate Talent,India,Mid-Senior level,Marketing and Sales,Full-time,Internet Publishing,Pan-India / Remote,Unknown,Internet Publishing,Other Analyst,Mid-Senior,Marketing and Sales,0,0,0,0
Data Analytics Specialist,Uber,"Hyderabad, Telangana, India",Not Applicable,"Research, Analyst, and Information Technology",Full-time,Internet Marketplace Platforms,Hyderabad,Telangana,Internet Marketplace Platforms,Other,Not Specified,"Research, Analyst, and Information Technology",0,1,0,0
Data Entry Work Job in Delhi/NCR,Motion Advertising Services,"Ghaziabad, Uttar Pradesh, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Ghaziabad,Uttar Pradesh,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,0,1,0
Corporate Secretary,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",Mid-Senior level,Other,Full-time,Retail and International Trade and Development,Pune,Maharashtra,Retail and International Trade and Development,Other,Mid-Senior,Other,0,1,0,0
Analytics Executive,Jellyfish,Mumbai Metropolitan Region,Entry level,"Advertising, Marketing, and Strategy/Planning",Full-time,Advertising Services and Public Relations and Communications Services,Mumbai,Unknown,Advertising Services and Public Relations and Communications Services,Other,Entry,"Advertising, Marketing, and Strategy/Planning",0,1,1,0
Data Scientist,Nexwave,"Chennai, Tamil Nadu, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Data Scientist,Mid-Senior,Information Technology,0,1,0,0
Data Scientist - Hyderabad,Saaki Argus and Averil Consulting,"Hyderabad, Telangana, India",Entry level,Engineering and Information Technology,Full-time,Executive Search Services,Hyderabad,Telangana,Executive Search Services,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Onboarding Analyst,Veryon,"Chennai, Tamil Nadu, India",Entry level,Human Resources,Full-time,Internet Publishing,Chennai,Tamil Nadu,Internet Publishing,Other Analyst,Entry,Human Resources,0,1,1,0
Business Data Analyst,Tata Consultancy Services,"Kolkata, West Bengal, India",Mid-Senior level,Information Technology,Full-time,Information Services,Kolkata,West Bengal,Information Services,Data Analyst,Mid-Senior,Information Technology,0,0,0,0
Business Analyst,AGRIM,"Gurugram, Haryana, India",Mid-Senior level,Product Management,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Business Analyst,Mid-Senior,Product Management,0,1,0,0
Data Entry Assistant,Rotomotive Powerdrives India Ltd,"Anand, Gujarat, India",Associate,Administrative,Full-time,"Appliances, Electrical, and Electronics Manufacturing and Industrial Machinery Manufacturing",Anand,Gujarat,Appliances,Data Entry,Associate,Administrative,0,0,0,0
Data Analyst,PERSOLKELLY,Greater Bengaluru Area,Entry level,Information Technology,Full-time,Human Resources Services,Greater Bengaluru Area,Unknown,Human Resources Services,Data Analyst,Entry,Information Technology,0,0,1,0
Data Scientist Manager,Versatile People,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Contract,Staffing and Recruiting,Bengaluru,Karnataka,Staffing and Recruiting,Data Scientist,Mid-Senior,Information Technology,0,1,0,0
Senior Manager/Manager- Customer Insights & Analytics,Focus Edumatics Pvt Ltd,Greater Bengaluru Area,Mid-Senior level,Analyst,Full-time,"IT Services and IT Consulting, Software Development, and E-Learning Providers",Greater Bengaluru Area,Unknown,IT Services and IT Consulting,Other,Mid-Senior,Analyst,0,0,0,0
"Machine Learning Analyst, Trust and Safety, Google Cloud",Google,"Bengaluru, Karnataka, India",Not Applicable,Customer Service and Product Management,Full-time,"Information Services and Technology, Information and Internet",Bengaluru,Karnataka,Information Services and Technology,ML Engineer,Not Specified,Customer Service and Product Management,0,1,0,0
Data sciecne intern,Solar Secure Solutions,"Bengaluru, Karnataka, India",Internship,Information Technology,Internship,Environmental Services,Bengaluru,Karnataka,Environmental Services,Other,Internship,Information Technology,0,1,0,1
Female Data entry,Naukripay,"Panipat, Haryana, India",Entry level,Administrative,Full-time,Human Resources Services,Panipat,Haryana,Human Resources Services,Data Entry,Entry,Administrative,0,0,1,0
Data Scientist I / Data Scientist II,Delhivery,"Gurugram, Haryana, India",Entry level,Information Technology,Full-time,"Transportation, Logistics, Supply Chain and Storage",Gurugram,Haryana,Transportation,Data Scientist,Entry,Information Technology,0,1,1,0
Business Analyst,Birlasoft,"Noida, Uttar Pradesh, India",Mid-Senior level,Analyst,Full-time,IT Services and IT Consulting,Noida,Uttar Pradesh,IT Services and IT Consulting,Business Analyst,Mid-Senior,Analyst,0,1,0,0
Data Scientist,Tanla Platforms Limited,"Hyderabad, Telangana, India",Director,Information Technology,Full-time,Software Development,Hyderabad,Telangana,Software Development,Data Scientist,Director,Information Technology,0,1,0,0
Data Entry Work Job in Delhi/NCR,Motion Advertising Services,"Delhi, Delhi, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Delhi,Delhi,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,1,1,0
Lead Business Analyst,KPMG India,"Bengaluru, Karnataka, India",Mid-Senior level,Consulting and Business Development,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Business Analyst,Mid-Senior,Consulting and Business Development,0,1,0,0
Machine Learning Engineer,IQVIA,"Bengaluru, Karnataka, India",Associate,Information Technology,Full-time,IT Services and IT Consulting and Hospitals and Health Care,Bengaluru,Karnataka,IT Services and IT Consulting and Hospitals and Health Care,ML Engineer,Associate,Information Technology,0,1,0,0
Data Scientist,Yum! Digital & Tech India,"Gurugram, Haryana, India",Associate,"Information Technology, Science, and Other",Full-time,"IT Services and IT Consulting, Food and Beverage Services, and Data Infrastructure and Analytics",Gurugram,Haryana,IT Services and IT Consulting,Data Scientist,Associate,"Information Technology, Science, and Other",0,1,0,0
"Data Analyst - Noida, Kolkata",AML RightSource,"Noida, Uttar Pradesh, India",Entry level,Information Technology,Full-time,Financial Services,Noida,Uttar Pradesh,Financial Services,Data Analyst,Entry,Information Technology,0,1,1,0
Sr. Data Scientist,GM Infotech,Pune/Pimpri-Chinchwad Area,Mid-Senior level,Engineering and Information Technology,Full-time,Marketing Services,Pune/Pimpri-Chinchwad Area,Unknown,Marketing Services,Data Scientist,Mid-Senior,Engineering and Information Technology,0,0,0,0
People Development Specialist,Coursera,India,Entry level,Other,Full-time,E-Learning Providers,Pan-India / Remote,Unknown,E-Learning Providers,Other,Entry,Other,0,0,1,0
Tech Data Analyst [T500-9791],Inspire,"Hyderabad, Telangana, India",Mid-Senior level,"Information Technology, Engineering, and Analyst",Full-time,Retail,Hyderabad,Telangana,Retail,Data Analyst,Mid-Senior,"Information Technology, Engineering, and Analyst",0,1,0,0
Head of Customer Relationship Management,Wellbeing Nutrition,"Mumbai, Maharashtra, India",Director,Customer Service,Full-time,Retail Health and Personal Care Products,Mumbai,Maharashtra,Retail Health and Personal Care Products,Other,Director,Customer Service,0,1,0,0
Data Scientist,Quantzig,Greater Bengaluru Area,Mid-Senior level,Analyst,Full-time,Data Infrastructure and Analytics,Greater Bengaluru Area,Unknown,Data Infrastructure and Analytics,Data Scientist,Mid-Senior,Analyst,0,0,0,0
Data Analyst,MANN+HUMMEL,"Bengaluru, Karnataka, India",Entry level,Information Technology,Full-time,Environmental Services,Bengaluru,Karnataka,Environmental Services,Data Analyst,Entry,Information Technology,0,1,1,0
Data quality Analyst,Sprinklr,"Gurgaon, Haryana, India",Entry level,Information Technology,Full-time,Software Development,Gurugram,Haryana,Software Development,Other Analyst,Entry,Information Technology,0,1,1,0
Manager of Program Innovation,The Bail Project,"Data, Haryana, India",Entry level,Project Management and Information Technology,Full-time,Non-profit Organizations,Data,Haryana,Non-profit Organizations,Other,Entry,Project Management and Information Technology,0,0,1,0
Portfolio Analyst,Comviva,"Gurugram, Haryana, India",Associate,Engineering and Information Technology,Full-time,"IT Services and IT Consulting, Telecommunications, and Financial Services",Gurugram,Haryana,IT Services and IT Consulting,Other Analyst,Associate,Engineering and Information Technology,0,1,0,0
Social Media advisor,PhonePe,"Bengaluru, Karnataka, India",Mid-Senior level,Marketing and Sales,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Mid-Senior,Marketing and Sales,0,1,0,0
Data Science Intern,NextGen Technologies,"Bengaluru, Karnataka, India",Internship,Engineering and Information Technology,Internship,E-Learning Providers,Bengaluru,Karnataka,E-Learning Providers,Data Scientist,Internship,Engineering and Information Technology,0,1,0,1
Product Manager,PhonePe,"Bengaluru, Karnataka, India",Associate,Product Management,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Product Analyst / Manager,Associate,Product Management,0,1,0,0
Reporting Analyst,Live Connections,"Hyderabad, Telangana, India",Mid-Senior level,Other,Full-time,Financial Services,Hyderabad,Telangana,Financial Services,Other Analyst,Mid-Senior,Other,0,1,0,0
People Data Analyst,bp,"Pune, Maharashtra, India",Entry level,Information Technology,Full-time,Oil and Gas,Pune,Maharashtra,Oil and Gas,Data Analyst,Entry,Information Technology,0,1,1,0
Assistant Professor / Associate Professor / Professor of Data Science,Krea University,"Thisayanvilai, Tamil Nadu, India",Mid-Senior level,Education and Training,Full-time,Higher Education,Thisayanvilai,Tamil Nadu,Higher Education,Data Scientist,Mid-Senior,Education and Training,0,0,0,0
"Specialist, People Generalist",Saks India,"Bengaluru, Karnataka, India",Associate,Human Resources,Full-time,Retail,Bengaluru,Karnataka,Retail,Other,Associate,Human Resources,0,1,0,0
Survey Officer- Gujarat,"Finance & HR Consulting for Africa, Middle East & Asia - Achyutam International","Vadodara, Gujarat, India",Entry level,Other,Full-time,Business Consulting and Services,Vadodara,Gujarat,Business Consulting and Services,Other,Entry,Other,0,0,1,0
Research Executive,Unilever,"Bengaluru, Karnataka, India",Entry level,Research and Science,Full-time,"Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing",Bengaluru,Karnataka,Food and Beverage Services,Other,Entry,Research and Science,0,1,1,0
Data labeling,Naukripay,"Bengaluru, Karnataka, India",Entry level,Information Technology,Full-time,Human Resources Services,Bengaluru,Karnataka,Human Resources Services,Other,Entry,Information Technology,0,1,1,0
Consulting - Supply Chain Excellence,Biocon,Greater Bengaluru Area,Director,"Supply Chain, Production, and Distribution",Full-time,"Manufacturing, Business Consulting and Services, and Pharmaceutical Manufacturing",Greater Bengaluru Area,Unknown,Manufacturing,Other,Director,"Supply Chain, Production, and Distribution",0,0,0,0
Lead Data Scientist,Anko GCC,"Bengaluru, Karnataka, India",Mid-Senior level,Engineering and Information Technology,Full-time,Retail,Bengaluru,Karnataka,Retail,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Finance Lead,Reliance Retail,"Kochi, Kerala, India",Mid-Senior level,"Accounting/Auditing, Finance, and Analyst",Full-time,"Retail Appliances, Electrical, and Electronic Equipment and Retail",Kochi,Kerala,Retail Appliances,Other,Mid-Senior,"Accounting/Auditing, Finance, and Analyst",0,0,0,0
Payroll Excutive,PW (PhysicsWallah),"Thane, Maharashtra, India",Executive,Human Resources,Full-time,Education,Thane,Maharashtra,Education,Other,Executive,Human Resources,0,0,0,0
MIS Executive,JewelsHire,"Mumbai, Maharashtra, India",Mid-Senior level,Accounting/Auditing,Full-time,Retail Luxury Goods and Jewelry,Mumbai,Maharashtra,Retail Luxury Goods and Jewelry,Other,Mid-Senior,Accounting/Auditing,0,1,0,0
Lead Data Scientist,Talent Socio(We're Hiring!!),"Gurgaon, Haryana, India",Mid-Senior level,Engineering and Information Technology,Full-time,Human Resources Services,Gurugram,Haryana,Human Resources Services,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Data Analyst 1,JLL Technologies,"Bengaluru East, Karnataka, India",Associate,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Analyst,Associate,Information Technology,0,1,0,0
Data Scientist,QuinStreet,"Pune, Maharashtra, India",Entry level,Engineering and Information Technology,Full-time,Marketing Services and Internet Publishing,Pune,Maharashtra,Marketing Services and Internet Publishing,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Tech BA (Viraj data),ESP Softtech PVT LTD,"Indore, Madhya Pradesh, India",Mid-Senior level,Business Development and Sales,Full-time,IT System Custom Software Development,Indore,Madhya Pradesh,IT System Custom Software Development,Other,Mid-Senior,Business Development and Sales,0,0,0,0
Manager Insights Analytics,PepsiCo,"Peerancheru, Telangana, India",Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,Food and Beverage Services and Manufacturing,Peerancheru,Telangana,Food and Beverage Services and Manufacturing,Other,Mid-Senior,"Research, Analyst, and Information Technology",0,0,0,0
